"","Year","OPCS","Description","FCE","Admissions","Male","Female","Gender Unknown","Emergency","Waiting list","Planned","Other Admission Method","Mean time waited","Median time waited","Mean length of stay","Median length of stay","Mean age","Age 0","Age 1-4","Age 5-9","Age 10-14","Age 15","Age 16","Age 17","Age 18","Age 19","Age 20-24","Age 25-29","Age 30-34","Age 35-39","Age 40-44","Age 45-49","Age 50-54","Age 55-59","Age 60-64","Age 65-69","Age 70-74","Age 75-79","Age 80-84","Age 85-89","Age 90+","Day case","FCE bed days","EmergencyDC","ElectiveDC","OtherDC","class1","elective","new_daycase","inpatient","daycase","class2","class3","class4","proc_group"
"477","2014","K67","Excision of pericardium",128,100,74,54,0,4,87,2,7,43,33,12.7,9,58,0,1,0,0,0,1,0,0,1,1,2,2,7,7,8,23,10,11,22,14,9,5,2,0,0,1525,0,0,0,11,89,0,89,0,0,89,0,"Cardiac"
"478","2014","K68","Drainage of pericardium",1115,602,595,520,0,436,64,22,80,113,8,9.5,6,59,23,11,16,10,4,3,2,2,3,22,21,23,27,49,67,93,105,122,132,121,96,90,54,12,7,7982,11,2,3,516,86,9,85,1,0,0,86,"Cardiac"
"479","2014","K69","Incision of pericardium",176,117,94,82,0,39,40,2,36,27,13,10.1,8,58,0,1,0,1,0,0,0,0,1,5,3,6,4,11,14,23,16,20,23,14,18,12,3,0,0,1418,0,0,0,75,42,0,42,0,42,0,0,"Cardiac"
"480","2014","K71","Other operations on pericardium",40,28,24,16,0,11,15,0,2,35,24,8.9,5,55,0,0,0,1,0,0,1,0,1,3,0,1,1,2,2,3,3,6,5,7,1,1,1,0,0,263,2,0,0,13,15,0,15,0,0,15,0,"Cardiac"
"481","2014","K72","Other cardioverter defibrillator",156,131,119,37,0,14,106,6,5,71,52,4.9,2,55,0,0,1,0,2,2,2,1,3,5,5,11,9,7,7,10,16,18,18,11,11,11,5,1,46,446,0,6,0,19,112,52,75,37,0,112,0,"Cardiac"
"482","2014","K75","Percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery",69964,55697,51865,18097,2,25571,21980,1436,6710,48,38,3.5,2,65,2,1,1,1,0,0,0,0,0,10,70,255,714,2157,4490,7173,8794,9530,10626,8982,8176,5746,2521,590,10169,171799,1231,2300,2490,32281,23416,12469,19243,4173,0,23416,0,"Cardiac"
"483","2014","K76","Transluminal operations on cardiac conduit",86,71,59,27,0,6,49,10,6,589,86,3.9,2,28,9,17,13,8,2,4,1,0,0,3,2,0,0,0,0,0,4,0,4,5,7,5,2,0,7,323,0,8,0,12,59,15,49,10,0,0,59,"Cardiac"
"484","2014","K77","Transluminal drainage of pericardium",340,193,169,171,0,140,21,6,26,101,28,7.8,6,58,8,3,2,1,2,2,2,1,2,7,4,10,9,15,18,35,38,35,34,34,35,24,11,4,1,2155,6,3,3,166,27,4,27,0,0,0,27,"Cardiac"
"485","2014","K78","Transluminal operations on internal mammary artery side branch",2,1,2,0,0,0,1,0,0,27,27,2,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,1,1,0,0,"Cardiac"
"486","2014","L01","Open operations for combined abnormality of great vessels",38,19,18,20,0,2,11,4,2,35,19,24.1,16,3,32,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,533,0,0,0,4,15,0,15,0,0,15,0,"Major Vessel"
"487","2014","L02","Open correction of patent ductus arteriosus",254,115,119,135,0,15,51,7,42,35,16,9.7,2,1,237,11,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,10,1648,6,3,16,57,58,13,55,3,0,58,0,"Cardiac"
"488","2014","L03","Transluminal operations on abnormality of great vessel",497,464,188,309,0,10,418,28,8,114,68,2.4,1,6,130,262,43,16,2,4,2,0,1,4,5,3,2,1,4,0,14,0,1,0,0,2,0,0,98,814,0,20,0,18,446,118,340,106,0,0,446,"Vascular"
"489","2014","L04","Open operations on pulmonary arterial tree",139,104,78,61,0,0,103,0,1,114,108,15.9,12,59,0,0,0,0,0,0,0,0,0,2,5,4,5,10,8,15,14,13,17,26,16,3,1,0,0,2118,0,0,0,1,103,0,103,0,0,0,103,"Major Vessel"
"490","2014","L05","Creation of shunt to pulmonary artery from aorta using interposition tube prosthesis",9,4,5,4,0,0,4,0,0,234,137,10.7,10,7,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,4,1,4,0,0,0,4,"Major Vessel"
"491","2014","L06","Other connection to pulmonary artery from aorta",19,15,13,6,0,2,8,4,1,103,95,24.2,18,6,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,294,0,0,0,3,12,1,11,1,0,0,12,"Major Vessel"
"492","2014","L07","Creation of shunt to pulmonary artery from subclavian artery using interposition tube prosthesis",54,24,28,26,0,5,10,4,5,157,31,18.2,17,2,47,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,675,0,0,0,10,14,1,14,0,0,0,14,"Major Vessel"
"493","2014","L08","Other connection to pulmonary artery from subclavian artery",39,15,21,18,0,1,11,0,3,50,37,24.2,21,4,28,5,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,4,11,0,11,0,0,11,0,"Major Vessel"
"494","2014","L09","Other connection to pulmonary artery",166,89,94,72,0,3,70,14,2,61,46,13.9,10,2,112,41,7,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1262,0,0,0,5,84,1,83,1,0,84,0,"Major Vessel"
"495","2014","L10","Repair of pulmonary artery",60,37,34,26,0,1,32,3,1,76,57,16.4,7,8,24,14,5,3,0,1,0,1,3,2,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,490,0,0,0,2,35,0,35,0,0,35,0,"Major Vessel"
"496","2014","L12","Other open operations on pulmonary artery",111,51,58,53,0,13,32,4,2,217,37,17.7,10,6,83,11,5,0,0,0,0,1,0,0,1,1,1,1,1,0,0,2,2,1,0,0,1,0,1,1295,1,1,0,15,36,2,35,1,0,0,36,"Major Vessel"
"497","2014","L13","Transluminal operations on pulmonary artery",507,445,284,223,0,61,325,52,7,245,70,4.1,2,23,54,128,59,52,10,8,4,8,4,20,14,9,11,10,11,5,12,13,26,12,12,10,9,4,67,1804,12,15,0,68,377,82,316,61,0,0,377,"Major Vessel"
"498","2014","L16","Extra0anatomic bypass of aorta",300,236,197,103,0,98,129,6,3,40,24,17,11,69,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,18,26,34,61,54,50,28,14,6,0,4144,1,1,0,101,135,1,135,0,0,135,0,"Major Vessel"
"499","2014","L18","Emergency replacement of aneurysmal segment of aorta",1029,918,810,219,0,835,24,1,58,20,16,12.3,9,72,0,0,0,0,0,0,0,1,0,3,6,2,4,12,19,26,40,86,131,218,226,169,67,17,0,10978,49,0,4,893,25,0,25,0,25,0,0,"Major Vessel"
"500","2014","L19","Other replacement of aneurysmal segment of aorta",2226,2079,1764,462,0,230,1756,45,48,52,33,12.3,9,68,0,0,0,1,1,1,1,1,1,15,16,15,21,44,65,75,120,226,502,463,403,210,34,3,10,22475,8,4,0,278,1801,14,1790,11,0,1801,0,"Major Vessel"
"501","2014","L20","Other emergency bypass of segment of aorta",81,70,57,24,0,62,2,0,6,25,25,14.8,11,66,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,5,7,4,10,18,13,9,2,0,0,1040,2,0,0,68,2,0,2,0,2,0,0,"Major Vessel"
"502","2014","L21","Other bypass of segment of aorta",231,217,156,75,0,41,166,4,6,52,39,13.9,10,60,0,0,0,0,0,1,0,0,1,3,2,0,0,8,24,24,40,49,31,23,15,9,0,0,0,2628,0,0,0,47,170,0,170,0,0,170,0,"Major Vessel"
"503","2014","L22","Attention to prosthesis of aorta",50,42,39,11,0,6,32,2,2,33,19,11.3,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,11,18,11,2,1,0,478,1,1,0,8,34,1,33,1,0,34,0,"Major Vessel"
"504","2014","L23","Plastic repair of aorta",499,246,296,203,0,75,140,9,22,69,47,14.5,9,18,307,36,10,9,1,1,1,1,0,2,3,2,4,7,8,8,10,14,20,16,17,14,6,1,0,4336,3,0,0,97,149,0,149,0,0,149,0,"Major Vessel"
"505","2014","L25","Other open operations on aorta",144,118,103,41,0,38,71,3,6,38,29,11.5,8,57,17,7,0,0,0,0,0,0,0,1,1,3,2,5,1,3,12,12,19,18,19,14,8,2,0,1270,9,0,0,44,74,0,74,0,0,74,0,"Major Vessel"
"506","2014","L26","Transluminal operations on aorta",1382,1200,870,512,0,337,791,48,24,69,36,3.9,2,61,66,27,11,28,7,9,5,7,5,10,15,20,16,42,44,64,82,92,134,179,203,183,107,26,388,3930,50,50,4,361,839,438,573,266,0,839,0,"Major Vessel"
"507","2014","L27","Transluminal insertion of stent graft for aneurysmal segment of aorta",4233,3952,3644,589,0,633,3180,90,49,43,32,6,4,75,0,0,0,0,1,0,1,0,0,2,4,2,7,7,16,32,50,197,616,777,1147,914,377,78,5,23431,15,16,1,682,3270,21,3254,16,0,3270,0,"Major Vessel"
"508","2014","L28","Transluminal operations on aneurysmal segment of aorta",106,95,90,16,0,15,80,0,0,39,30,5.1,3,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,5,12,25,27,18,11,1,0,587,0,1,0,15,80,1,79,1,0,80,0,"Major Vessel"
"509","2014","L29","Reconstruction of carotid artery",4674,3774,3112,1562,0,727,2812,114,121,14,7,3.9,2,71,1,5,5,6,0,1,2,2,0,2,4,1,3,27,61,192,310,497,689,856,911,731,303,63,2,15840,0,17,0,848,2926,19,2914,12,2926,0,0,"Major Vessel"
"510","2014","L30","Other open operations on carotid artery",174,150,102,72,0,45,98,1,6,43,35,6,3,57,1,0,0,1,0,0,1,0,0,5,9,11,8,6,13,16,14,21,19,16,17,11,4,1,12,881,7,2,0,51,99,14,91,8,0,99,0,"Major Vessel"
"511","2014","L31","Transluminal operations on carotid artery",530,436,278,252,0,95,218,104,19,37,20,4.6,2,56,8,27,0,5,1,0,1,0,1,5,6,12,16,25,45,50,58,56,79,55,45,20,11,3,100,1820,3,36,2,114,322,136,239,83,0,322,0,"Major Vessel"
"512","2014","L33","Operations on aneurysm of cerebral artery",498,387,150,348,0,157,178,17,35,62,49,14,9,53,0,0,1,0,0,0,1,1,0,7,7,12,15,54,86,80,76,65,53,25,10,2,0,0,0,6222,3,0,0,192,195,0,195,0,0,195,0,"Cerebrovascular"
"513","2014","L34","Other open operations on cerebral artery",74,65,49,25,0,54,5,0,6,66,68,9.6,4,58,0,2,0,1,0,0,0,1,0,1,0,2,6,4,4,6,7,8,7,7,9,4,4,1,0,620,1,0,0,60,5,0,5,0,0,5,0,"Cerebrovascular"
"514","2014","L35","Transluminal operations on cerebral artery",3958,3497,1855,2102,1,707,1695,887,208,41,29,5.1,2,49,16,51,41,50,21,17,14,19,26,124,169,210,252,363,458,535,492,406,345,200,100,31,12,1,1556,11379,20,304,2,915,2582,1860,1369,1213,0,2582,0,"Cerebrovascular"
"515","2014","L37","Reconstruction of subclavian artery",126,111,64,62,0,34,72,4,1,48,32,7.8,5,58,0,0,1,0,0,1,0,1,1,7,1,8,5,5,7,8,14,13,10,12,21,5,5,1,1,886,0,0,0,35,76,1,75,1,0,76,0,"Major Vessel"
"516","2014","L38","Other open operations on subclavian artery",537,447,247,290,0,370,50,4,23,28,19,6.9,4,67,1,1,2,1,1,1,2,4,2,8,18,21,20,19,26,17,27,34,29,43,66,71,64,55,12,3184,9,3,0,393,54,15,52,2,0,54,0,"Major Vessel"
"517","2014","L39","Transluminal operations on subclavian artery",589,497,325,264,0,141,273,69,14,38,25,5.7,2,60,4,4,2,4,2,1,1,3,0,9,11,21,11,30,45,55,59,66,69,59,50,34,28,20,140,2268,7,31,0,155,342,171,243,99,0,342,0,"Major Vessel"
"518","2014","L41","Reconstruction of renal artery",5,4,3,2,0,1,2,1,0,95,95,1,0,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,7,0,2,0,1,3,2,2,1,0,0,3,"Major Vessel"
"519","2014","L42","Other open operations on renal artery",9,8,6,3,0,3,3,0,2,26,25,7.8,6,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,3,1,0,0,0,2,39,1,0,0,5,3,2,2,1,3,0,0,"Major Vessel"
"520","2014","L43","Transluminal operations on renal artery",1211,986,638,573,0,259,555,153,19,35,22,6,2,55,7,13,15,21,9,14,10,7,6,34,42,43,56,72,89,75,87,114,131,122,128,70,33,11,202,5599,10,64,1,278,708,266,552,156,0,708,0,"Major Vessel"
"521","2014","L45","Reconstruction of other visceral branch of abdominal aorta",39,31,17,22,0,11,18,1,1,35,42,17.7,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,5,5,11,4,3,0,0,1,468,0,0,0,12,19,1,19,0,0,19,0,"Major Vessel"
"522","2014","L46","Other open operations on other visceral branch of abdominal aorta",72,55,44,28,0,31,18,1,5,64,42,10.1,7,65,1,0,0,1,0,0,1,0,0,3,0,1,2,2,2,3,3,8,10,9,7,9,8,1,1,530,1,0,1,36,19,1,19,0,0,19,0,"Major Vessel"
"523","2014","L47","Transluminal operations on other visceral branch of abdominal aorta",818,543,478,340,0,241,244,30,28,31,21,9.2,4,68,2,6,4,7,1,1,2,1,2,1,8,11,11,18,22,46,46,69,79,109,155,106,75,30,66,5146,5,28,2,269,274,94,243,31,0,274,0,"Major Vessel"
"524","2014","L48","Emergency replacement of aneurysmal iliac artery",25,18,22,3,0,15,2,0,1,99,99,11.8,11,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,3,2,5,2,1,1,255,0,0,0,16,2,1,2,0,0,0,2,"Major Vessel"
"525","2014","L49","Other replacement of aneurysmal iliac artery",69,67,62,7,0,8,58,1,0,47,39,7.3,6,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,7,13,12,10,17,6,0,0,466,0,0,0,8,59,0,59,0,0,59,0,"Major Vessel"
"526","2014","L50","Other emergency bypass of iliac artery",51,34,38,13,0,26,5,2,1,52,53,14.1,12,66,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,5,3,10,2,6,8,7,4,0,0,722,1,0,0,27,7,0,7,0,0,7,0,"Major Vessel"
"527","2014","L51","Other bypass of iliac artery",618,569,426,192,0,97,451,19,2,45,34,10.3,7,63,0,0,0,0,0,0,0,0,0,2,1,1,4,20,44,82,86,112,105,64,54,27,12,3,1,5652,0,0,0,99,470,1,469,1,0,470,0,"Major Vessel"
"528","2014","L52","Reconstruction of iliac artery",82,75,61,21,0,14,54,4,3,42,32,10.8,5,64,0,0,0,0,0,0,0,0,1,0,0,1,1,6,4,5,7,17,9,7,11,11,2,0,0,877,0,0,0,17,58,0,58,0,0,58,0,"Major Vessel"
"529","2014","L53","Other open operations on iliac artery",165,133,102,63,0,80,48,4,1,37,35,10.6,6,67,0,0,0,0,0,1,1,0,1,1,2,0,6,6,7,10,7,18,20,27,22,21,8,6,4,1589,2,0,1,81,52,4,51,1,0,52,0,"Major Vessel"
"530","2014","L54","Transluminal operations on iliac artery",5484,5088,3643,1841,0,546,4073,448,21,45,30,4,1,67,1,1,0,1,0,1,0,2,1,4,6,7,25,81,175,389,608,823,976,919,722,461,224,49,1811,13764,8,576,1,567,4521,2387,2553,1968,0,4521,0,"Major Vessel"
"531","2014","L56","Emergency replacement of aneurysmal femoral artery",61,46,50,11,0,39,5,1,1,23,30,16.3,12,67,0,0,0,0,0,0,0,1,1,0,0,1,1,2,3,3,2,6,9,12,7,7,6,0,0,814,0,0,0,40,6,0,6,0,6,0,0,"Vascular"
"532","2014","L57","Other replacement of aneurysmal femoral artery",287,264,238,49,0,46,214,3,1,46,33,8,5,71,0,0,0,0,0,0,0,0,0,1,0,3,1,3,11,9,12,24,44,55,58,38,22,5,5,2116,0,2,0,47,217,7,212,5,0,217,0,"Vascular"
"533","2014","L58","Other emergency bypass of femoral artery",299,223,218,81,0,183,27,4,9,36,18,19.5,12,69,0,0,0,0,0,0,0,0,0,4,3,1,5,7,7,20,22,24,42,39,55,52,14,4,0,4657,2,0,0,192,31,0,31,0,0,31,0,"Vascular"
"534","2014","L59","Other bypass of femoral artery",3657,3222,2643,1014,0,840,2237,88,57,36,23,12.2,8,69,0,0,0,0,0,0,1,1,1,3,5,5,9,30,70,206,345,498,610,600,588,414,213,51,12,42232,2,8,0,897,2325,20,2312,13,0,2325,0,"Vascular"
"535","2014","L60","Reconstruction of femoral artery",2512,2298,1805,707,0,434,1806,27,31,45,34,8.1,4,71,0,1,0,0,0,0,0,0,0,1,3,1,4,8,34,85,160,302,440,478,460,306,158,65,3,19563,2,7,0,465,1833,10,1826,7,0,1833,0,"Vascular"
"536","2014","L62","Other open operations on femoral artery",1530,1172,855,675,0,907,204,20,41,36,24,11.3,7,69,2,0,1,2,0,1,3,1,0,5,12,23,29,58,67,68,106,118,166,184,224,194,157,106,13,14324,8,2,0,948,224,15,222,2,0,224,0,"Vascular"
"537","2014","L63","Transluminal operations on femoral artery",14563,12690,9224,5338,1,2061,9430,1057,142,38,26,6.4,1,72,1,0,1,6,0,2,4,3,5,14,27,38,54,144,278,611,1082,1531,2096,2229,2309,2102,1398,596,4561,59648,46,1147,3,2203,10487,5708,6377,4110,0,10487,0,"Vascular"
"538","2014","L65","Revision of reconstruction of artery",39,35,31,8,0,11,22,1,1,24,17,11.7,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,7,4,6,7,3,0,0,454,0,0,0,12,23,0,23,0,23,0,0,"Vascular"
"539","2014","L66","Other therapeutic transluminal operations on artery",2452,2167,1613,839,0,308,1696,144,19,35,25,5.8,1,70,1,3,0,0,0,1,1,0,1,3,6,2,13,30,63,140,226,282,377,379,354,299,181,85,761,8845,10,228,0,327,1840,989,1098,742,0,1840,0,"Vascular"
"540","2014","L67","Excision of other artery",4770,4396,1476,3293,1,414,3876,98,8,8,6,5.7,2,70,0,0,0,0,0,0,0,0,0,4,2,12,13,39,91,242,353,535,765,836,867,602,327,75,3743,4832,173,170,4,422,3974,3913,714,3260,3974,0,0,"Vascular"
"541","2014","L68","Repair of other artery",549,504,417,131,1,381,100,16,7,33,9,3.1,2,42,0,6,14,14,8,6,7,4,14,62,55,42,35,42,42,41,34,23,26,26,25,15,2,5,46,1545,62,15,2,388,116,61,103,13,0,116,0,"Vascular"
"542","2014","L69","Operations on major systemic to pulmonary collateral arteries",47,35,23,24,0,3,28,1,3,116,39,9,2,7,10,16,12,3,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,331,0,2,0,6,29,2,28,1,0,0,29,"Major Vessel"
"543","2014","L70","Other open operations on other artery",3893,3754,2282,1611,0,291,3413,32,18,74,62,2.6,1,52,1,2,1,8,0,4,8,7,9,85,161,263,332,445,487,476,374,346,331,243,148,89,43,9,2587,3620,38,230,1,309,3445,2817,952,2493,0,3445,0,"Vascular"
"544","2014","L71","Therapeutic transluminal operations on other artery",5370,4498,2173,3196,1,1825,2264,301,108,48,36,4.9,2,56,50,9,5,12,1,6,17,21,19,85,94,189,300,633,864,471,285,327,407,448,469,380,181,58,303,22689,70,69,2,1933,2565,372,2387,178,0,2565,0,"Vascular"
"545","2014","L73","Mechanical embolic protection of blood vessel",1,1,1,0,0,0,1,0,0,125,125,2,2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,"Vascular"
"546","2014","L74","Arteriovenous shunt",13480,12612,8093,5387,0,1377,9834,1318,83,34,24,3.7,1,63,0,0,4,6,0,5,10,14,23,147,221,301,347,542,874,1098,1250,1432,1778,1750,1780,1279,445,67,7095,21575,163,1259,1,1460,11152,8354,4241,6911,0,11152,0,"Vascular"
"547","2014","L75","Other arteriovenous operations",1940,1793,983,957,0,158,1229,392,14,51,32,4.9,2,45,27,44,36,73,19,20,27,29,29,132,141,113,123,141,129,161,126,133,134,118,88,62,27,6,954,4495,6,143,1,172,1621,1097,704,917,0,1621,0,"Vascular"
"548","2014","L76","Endovascular placement of stent",6,4,4,2,0,2,1,1,0,5,5,5.8,5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,30,0,0,0,2,2,0,2,0,2,0,0,"Vascular"
"549","2014","L77","Connection of vena cava or branch of vena cava",12,10,6,6,0,1,5,3,1,64,14,7.7,9,23,0,2,2,0,2,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,82,0,0,0,2,8,1,7,1,0,8,0,"Major Vessel"
"550","2014","L79","Other operations on vena cava",2557,1748,1286,1271,0,508,909,269,62,25,14,11.6,5,62,1,7,1,4,1,9,9,11,11,53,56,71,67,90,147,177,203,274,369,315,313,202,128,29,746,16232,68,166,9,570,1178,912,758,420,1178,0,0,"Major Vessel"
"551","2014","L80","Operations on individual pulmonary veins",24,16,13,11,0,0,11,5,0,63,70,9.6,2,18,7,7,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,1,117,0,0,0,0,16,1,15,1,0,16,0,"Major Vessel"
"552","2014","L81","Other bypass operations on vein",42,37,39,3,0,22,14,1,0,32,24,4,3,44,0,1,0,0,0,0,2,0,1,4,2,3,4,6,2,4,3,2,5,1,1,1,0,0,1,217,0,2,0,22,15,3,14,1,0,15,0,"Vascular"
"553","2014","L82","Repair of valve of vein",9,9,2,7,0,0,9,0,0,47,54,0.5,1,54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,1,1,0,0,0,5,2,0,2,0,0,9,7,2,7,0,9,0,"Vascular"
"554","2014","L83","Other operations for venous insufficiency",56,56,28,28,0,1,53,2,0,76,65,1.4,1,52,0,0,0,1,0,1,0,0,0,1,0,5,5,3,12,5,4,8,4,0,3,2,2,0,45,28,1,3,0,1,55,48,8,47,0,55,0,"Vascular"
"555","2014","L84","Combined operations on varicose vein of leg",7381,7347,3178,4202,1,9,7271,67,0,82,68,0.8,1,50,0,0,1,3,4,5,8,11,7,138,361,597,679,875,930,887,757,711,673,376,248,82,19,2,6058,1130,3,350,0,9,7338,6408,967,6371,0,7338,0,"Vascular"
"556","2014","L85","Ligation of varicose vein of leg",436,430,223,213,0,23,404,3,0,77,63,1.8,1,56,0,0,0,0,0,0,0,0,1,6,13,19,27,44,38,55,48,47,41,29,35,24,7,1,314,212,3,40,0,23,407,354,77,330,0,407,0,"Vascular"
"557","2014","L86","Injection into varicose vein of leg",6245,6230,2269,3972,4,24,5751,453,2,82,69,1.4,0,57,0,1,2,4,2,8,1,3,2,66,195,312,416,545,658,676,566,578,732,548,438,296,156,35,5962,374,9,198,1,26,6204,6160,84,6120,0,6204,0,"Vascular"
"558","2014","L87","Other operations on varicose vein of leg",2713,2697,876,1837,0,5,2676,16,0,87,72,0.7,0,50,0,0,1,0,0,1,1,5,3,60,132,198,274,331,355,314,245,255,244,139,95,36,14,5,2279,266,4,241,0,5,2692,2520,192,2500,0,0,2692,"Vascular"
"559","2014","L88","Transluminal operations on varicose vein of leg",16498,16450,7003,9494,1,32,16128,290,0,86,73,0.8,0,54,0,0,1,6,9,6,8,12,17,242,655,1077,1319,1611,1774,1724,1529,1615,1722,1299,952,608,238,54,14884,1318,13,1010,0,32,16418,15894,601,15817,0,0,16418,"Vascular"
"560","2014","L89","Other endovascular placement of stent",1,1,1,0,0,0,1,0,0,5,5,1,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,"Vascular"
"561","2014","L90","Open removal of thrombus from vein",49,37,28,21,0,16,18,2,1,37,26,6.1,5,50,1,0,0,0,0,0,0,0,0,1,2,7,4,3,4,7,4,4,1,6,5,0,0,0,11,205,0,1,0,17,20,12,15,5,0,20,0,"Vascular"
"562","2014","L91","Other vein related operations",79061,68076,38423,40636,2,12230,20043,34411,1392,19,7,10.6,4,54,2147,1686,1237,933,268,259,291,218,234,1496,1941,2410,2693,3838,5679,7331,8227,9577,10614,7565,5691,2765,1195,302,49496,224012,2456,2735,64,13622,54454,52231,18479,35975,54454,0,0,"Vascular"
"563","2014","L93","Other open operations on vein",636,582,352,284,0,178,353,49,2,69,48,3,1,50,3,4,8,11,4,6,3,3,6,40,41,36,44,43,49,44,54,45,50,48,40,33,15,3,248,1132,28,31,0,180,402,279,226,176,0,402,0,"Vascular"
"564","2014","L94","Therapeutic transluminal operations on vein",6015,5352,2169,3845,1,515,2789,1970,78,34,13,6.4,2,46,56,280,276,177,49,49,49,30,51,232,187,275,271,439,489,546,550,571,611,375,243,129,47,13,3913,10587,117,263,29,593,4759,4176,1455,3304,0,4759,0,"Vascular"
"565","2014","L96","Percutaneous removal of thrombus from vein",53,36,29,24,0,26,5,3,2,9,4,7.5,5,52,0,0,0,1,0,1,0,0,0,3,3,3,3,7,5,3,3,5,2,4,1,6,1,1,2,317,1,0,0,28,8,2,8,0,8,0,0,"Vascular"
"566","2014","L97","Other operations on blood vessel",549,414,279,270,0,141,224,31,18,116,43,5.9,3,51,13,12,25,24,8,10,4,2,5,20,28,10,15,22,21,27,40,56,47,46,54,40,14,6,189,1652,17,16,3,159,255,205,160,95,0,0,255,"Vascular"
"567","2014","L98","Operations on microvascular vessel",28,25,8,20,0,4,20,1,0,95,54,6.1,1,50,0,0,1,0,0,0,0,1,0,1,0,1,1,2,4,6,4,3,2,0,1,0,1,0,11,77,1,1,0,4,21,12,12,9,0,0,21,"Vascular"
"568","2014","L99","Other therapeutic transluminal operations on vein",21239,13119,9868,11370,1,4078,2401,6070,570,25,7,18.3,12,57,413,336,240,236,55,48,72,72,56,413,517,618,690,1008,1390,1717,1842,2208,2694,2208,1896,1285,754,308,6699,182486,235,903,145,4648,8471,7602,5439,3032,8471,0,0,"Vascular"
"569","2014","M01","Transplantation of kidney",2652,2447,1594,1058,0,1449,733,230,35,46,20,10.5,8,47,0,31,26,36,12,4,13,12,9,88,130,192,181,259,340,333,301,289,209,121,33,3,0,0,0,24261,2,0,0,1484,963,0,963,0,0,963,0,"Urological"
"570","2014","M02","Total excision of kidney",7344,7138,4223,3121,0,212,6652,258,16,43,28,5.8,4,60,38,179,70,48,12,9,20,13,8,84,100,119,150,296,442,592,697,841,1116,984,882,480,127,15,10,39680,1,31,0,228,6910,41,6871,39,0,6910,0,"Urological"
"571","2014","M03","Partial excision of kidney",1579,1567,900,679,0,16,1492,58,1,44,30,4.9,4,56,19,41,18,6,1,1,4,1,1,11,15,37,48,92,136,154,203,216,265,182,98,23,3,0,1,7258,0,1,0,17,1550,2,1548,2,0,1550,0,"Urological"
"572","2014","M04","Open extirpation of lesion of kidney",163,160,87,76,0,4,146,9,1,84,62,3,2,58,3,8,2,0,1,0,0,0,0,0,2,0,5,5,12,14,17,14,23,24,20,12,1,0,5,552,0,13,0,5,155,18,138,17,0,155,0,"Urological"
"573","2014","M05","Open repair of kidney",679,669,389,290,0,7,597,64,1,91,60,3.4,2,24,126,101,53,31,9,6,8,11,15,37,37,39,23,24,23,32,22,20,29,11,14,4,2,0,2,2242,1,7,0,8,661,9,652,9,0,0,661,"Urological"
"574","2014","M06","Incision of kidney",1957,1473,1030,927,0,760,452,225,36,34,17,8.8,4,65,9,4,4,7,1,1,4,1,0,24,55,42,46,56,99,110,123,169,263,280,289,188,133,44,335,11582,116,74,3,796,677,409,536,141,0,677,0,"Urological"
